ID,Datetime,Count,Car Count,Bike Count,Bus Count,Truck Count,Traffic Situation
4233,26-06-2024 08:00,30,29,1,0,0,normal
4234,26-06-2024 09:00,48,4,5,3,36,normal
4235,26-06-2024 10:00,38,11,11,12,4,normal
4236,26-06-2024 11:00,92,44,33,10,5,normal
4237,26-06-2024 12:00,98,50,12,21,15,normal
4238,26-06-2024 13:00,88,7,52,26,3,normal
4239,26-06-2024 14:00,104,2,38,45,19,high
4240,26-06-2024 15:00,114,9,83,11,11,high
4241,26-06-2024 16:00,124,83,24,5,12,high
4242,26-06-2024 17:00,86,41,22,16,7,normal
4243,26-06-2024 18:00,84,24,26,26,8,normal
4244,26-06-2024 19:00,88,49,11,6,22,normal
4245,26-06-2024 20:00,64,52,0,6,6,normal
4246,26-06-2024 21:00,92,44,48,0,0,normal
4247,26-06-2024 22:00,60,30,8,13,9,normal
4248,26-06-2024 23:00,68,26,30,7,5,normal
4249,27-06-2024 00:00,84,14,19,28,23,normal
4250,27-06-2024 01:00,66,29,25,11,1,normal
4251,27-06-2024 02:00,50,36,2,6,6,normal
4252,27-06-2024 03:00,28,8,16,3,1,normal
4253,27-06-2024 04:00,30,23,1,6,0,normal
4254,27-06-2024 05:00,22,14,4,2,2,normal
4255,27-06-2024 06:00,26,7,0,15,4,normal
4256,27-06-2024 07:00,26,23,1,0,2,normal
4257,27-06-2024 08:00,36,28,1,0,7,normal
4258,27-06-2024 09:00,60,1,40,3,16,normal
4259,27-06-2024 10:00,98,54,24,9,11,normal
4260,27-06-2024 11:00,98,57,27,12,2,normal
4261,27-06-2024 12:00,98,37,57,4,0,normal
4262,27-06-2024 13:00,78,34,34,6,4,normal
4263,27-06-2024 14:00,106,35,66,2,3,high
4264,27-06-2024 15:00,70,9,24,4,33,normal
4265,27-06-2024 16:00,104,18,58,5,23,high
4266,27-06-2024 17:00,82,43,17,11,11,normal
4267,27-06-2024 18:00,82,72,8,2,0,normal
4268,27-06-2024 19:00,52,14,35,3,0,normal
4269,27-06-2024 20:00,60,13,27,10,10,normal
4270,27-06-2024 21:00,84,42,24,11,7,normal
4271,27-06-2024 22:00,96,84,0,12,0,normal
4272,27-06-2024 23:00,80,34,40,6,0,normal
4273,28-06-2024 00:00,86,66,15,1,4,normal
4274,28-06-2024 01:00,48,47,1,0,0,normal
4275,28-06-2024 02:00,84,80,4,0,0,normal
4276,28-06-2024 03:00,54,25,28,1,0,normal
4277,28-06-2024 04:00,52,25,0,9,18,normal
4278,28-06-2024 05:00,58,3,24,7,24,normal
4279,28-06-2024 06:00,50,7,30,11,2,normal
4280,28-06-2024 07:00,62,17,23,2,20,normal
4281,28-06-2024 08:00,40,3,19,11,7,normal
4282,28-06-2024 09:00,60,34,25,1,0,normal
4283,28-06-2024 10:00,86,78,7,0,1,normal
4284,28-06-2024 11:00,110,16,42,19,33,high
4285,28-06-2024 12:00,128,118,1,5,4,high
4286,28-06-2024 13:00,148,54,14,3,77,high
4287,28-06-2024 14:00,140,46,70,5,19,high
4288,28-06-2024 15:00,142,113,21,8,0,high
4289,28-06-2024 16:00,92,79,3,6,4,normal
4290,28-06-2024 17:00,116,107,4,0,5,high
4291,28-06-2024 18:00,104,15,73,0,16,high
4292,28-06-2024 19:00,92,17,29,8,38,normal
4293,28-06-2024 20:00,82,8,63,7,4,normal
4294,28-06-2024 21:00,286,153,103,13,17,high
4295,28-06-2024 22:00,216,158,13,22,23,high
4296,28-06-2024 23:00,148,20,59,69,0,high
4297,29-06-2024 00:00,114,13,18,78,5,high
4298,29-06-2024 01:00,86,3,20,4,59,normal
4299,29-06-2024 02:00,90,23,59,2,6,normal
4300,29-06-2024 03:00,44,33,0,5,6,normal
4301,29-06-2024 04:00,34,14,2,12,6,normal
4302,29-06-2024 05:00,36,15,7,7,7,normal
4303,29-06-2024 06:00,38,7,17,13,1,normal
4304,29-06-2024 07:00,38,28,0,5,5,normal
4305,29-06-2024 08:00,36,33,1,0,2,normal
4306,29-06-2024 09:00,36,16,11,2,7,normal
4307,29-06-2024 10:00,38,13,17,6,2,normal
4308,29-06-2024 11:00,60,33,1,13,13,normal
4309,29-06-2024 12:00,46,43,1,0,2,normal
4310,29-06-2024 13:00,54,33,1,7,13,normal
4311,29-06-2024 14:00,58,44,1,11,2,normal
4312,29-06-2024 15:00,70,51,11,2,6,normal
4313,29-06-2024 16:00,76,22,3,33,18,normal
4314,29-06-2024 17:00,64,59,4,0,1,normal
4315,29-06-2024 18:00,90,78,9,1,2,normal
4316,29-06-2024 19:00,74,53,21,0,0,normal
4317,29-06-2024 20:00,68,21,40,5,2,normal
4318,29-06-2024 21:00,90,40,39,0,11,normal
4319,29-06-2024 22:00,96,66,24,0,6,normal
4320,29-06-2024 23:00,96,38,5,36,17,normal
4321,30-06-2024 00:00,58,39,16,3,0,normal
4322,30-06-2024 01:00,62,52,9,1,0,normal
4323,30-06-2024 02:00,26,3,6,13,4,normal
4324,30-06-2024 03:00,30,12,10,5,3,normal
4325,30-06-2024 04:00,34,29,5,0,0,normal
4326,30-06-2024 05:00,24,2,20,1,1,normal
4327,30-06-2024 06:00,26,26,0,0,0,normal
4328,30-06-2024 07:00,18,16,1,0,1,normal
4329,30-06-2024 08:00,28,23,1,1,3,normal
4330,30-06-2024 09:00,26,24,2,0,0,normal
4331,30-06-2024 10:00,50,1,47,2,0,normal
4332,30-06-2024 11:00,32,6,6,20,0,normal
4333,30-06-2024 12:00,44,43,1,0,0,normal
4334,30-06-2024 13:00,44,20,22,0,2,normal
4335,30-06-2024 14:00,48,9,25,1,13,normal
4336,30-06-2024 15:00,46,8,11,6,21,normal
4337,30-06-2024 16:00,42,38,4,0,0,normal
4338,30-06-2024 17:00,58,22,15,12,9,normal
4339,30-06-2024 18:00,62,6,34,8,14,normal
4340,30-06-2024 19:00,38,26,6,4,2,normal
4341,30-06-2024 20:00,52,48,1,0,3,normal
4342,30-06-2024 21:00,56,19,35,0,2,normal
4343,30-06-2024 22:00,56,56,0,0,0,normal
4344,30-06-2024 23:00,70,28,4,38,0,normal
4345,01-07-2024 00:00,72,54,9,7,2,normal
4346,01-07-2024 01:00,54,48,5,1,0,normal
4347,01-07-2024 02:00,26,21,0,4,1,normal
4348,01-07-2024 03:00,32,16,6,5,5,normal
4349,01-07-2024 04:00,26,23,3,0,0,normal
4350,01-07-2024 05:00,14,2,9,2,1,normal
4351,01-07-2024 06:00,10,2,6,1,1,normal
4352,01-07-2024 07:00,30,21,6,3,0,normal
4353,01-07-2024 08:00,50,37,1,12,0,normal
4354,01-07-2024 09:00,66,6,60,0,0,normal
4355,01-07-2024 10:00,76,63,12,0,1,normal
4356,01-07-2024 11:00,84,22,51,6,5,normal
4357,01-07-2024 12:00,128,119,8,0,1,high
4358,01-07-2024 13:00,76,55,7,13,1,normal
4359,01-07-2024 14:00,166,159,5,0,2,high
4360,01-07-2024 15:00,120,17,95,8,0,high
4361,01-07-2024 16:00,110,67,19,23,1,high
4362,01-07-2024 17:00,102,57,12,22,11,high
4363,01-07-2024 18:00,112,99,4,7,2,high
4364,01-07-2024 19:00,136,73,58,1,4,high
4365,01-07-2024 20:00,138,7,31,8,92,high
4366,01-07-2024 21:00,194,175,0,11,8,high
4367,01-07-2024 22:00,132,24,59,48,1,high
4368,01-07-2024 23:00,130,33,59,35,3,high
4369,02-07-2024 00:00,116,111,4,0,1,high
4370,02-07-2024 01:00,84,65,7,10,2,normal
4371,02-07-2024 02:00,66,11,24,16,15,normal
4372,02-07-2024 03:00,56,15,10,31,0,normal
4373,02-07-2024 04:00,36,1,15,6,14,normal
4374,02-07-2024 05:00,44,27,11,0,6,normal
4375,02-07-2024 06:00,28,7,2,16,3,normal
4376,02-07-2024 07:00,34,30,4,0,0,normal
4377,02-07-2024 08:00,52,9,33,4,6,normal
4378,02-07-2024 09:00,68,61,1,1,5,normal
4379,02-07-2024 10:00,104,27,31,21,25,high
4380,02-07-2024 11:00,130,122,8,0,0,high
4381,02-07-2024 12:00,130,60,29,35,6,high
4382,02-07-2024 13:00,116,7,66,14,29,high
4383,02-07-2024 14:00,112,61,17,21,13,high
4384,02-07-2024 15:00,120,73,44,1,2,high
4385,02-07-2024 16:00,134,50,53,17,14,high
4386,02-07-2024 17:00,120,32,79,3,6,high
4387,02-07-2024 18:00,110,75,22,4,9,high
4388,02-07-2024 19:00,162,123,4,0,35,high
4389,02-07-2024 20:00,132,123,6,2,1,high
4390,02-07-2024 21:00,170,156,10,4,0,high
4391,02-07-2024 22:00,146,96,47,3,0,high
4392,02-07-2024 23:00,174,10,134,26,4,high
4393,03-07-2024 00:00,88,84,1,0,3,normal
4394,03-07-2024 01:00,80,61,13,1,5,normal
4395,03-07-2024 02:00,74,5,46,10,13,normal
4396,03-07-2024 03:00,66,44,22,0,0,normal
4397,03-07-2024 04:00,30,27,1,1,1,normal
4398,03-07-2024 05:00,44,31,11,2,0,normal
4399,03-07-2024 06:00,36,12,8,1,15,normal
4400,03-07-2024 07:00,42,7,34,0,1,normal
4401,03-07-2024 08:00,68,47,9,9,3,normal
4402,03-07-2024 09:00,66,40,10,8,8,normal
4403,03-07-2024 10:00,98,67,24,0,7,normal
4404,03-07-2024 11:00,130,8,116,2,4,high
4405,03-07-2024 12:00,122,22,88,1,11,high
4406,03-07-2024 13:00,96,24,10,30,32,normal
4407,03-07-2024 14:00,98,62,3,28,5,normal
4408,03-07-2024 15:00,106,100,5,0,1,high
4409,03-07-2024 16:00,100,59,24,1,16,high
4410,03-07-2024 17:00,134,32,85,1,16,high
4411,03-07-2024 18:00,96,41,16,3,36,normal
4412,03-07-2024 19:00,108,67,7,9,25,high
4413,03-07-2024 20:00,102,92,8,1,1,high
4414,03-07-2024 21:00,84,72,10,1,1,normal
4415,03-07-2024 22:00,100,21,47,7,25,high
4416,03-07-2024 23:00,78,69,4,4,1,normal
4417,04-07-2024 00:00,72,28,3,26,15,normal
4418,04-07-2024 01:00,74,69,2,3,0,normal
4419,04-07-2024 02:00,78,78,0,0,0,normal
4420,04-07-2024 03:00,36,12,11,4,9,normal
4421,04-07-2024 04:00,38,7,3,4,24,normal
4422,04-07-2024 05:00,18,18,0,0,0,normal
4423,04-07-2024 06:00,42,38,0,1,3,normal
4424,04-07-2024 07:00,34,2,27,0,5,normal
4425,04-07-2024 08:00,46,27,8,11,0,normal
4426,04-07-2024 09:00,48,5,2,8,33,normal
4427,04-07-2024 10:00,74,13,24,10,27,normal
4428,04-07-2024 11:00,108,2,8,31,67,high
4429,04-07-2024 12:00,76,16,7,23,30,normal
4430,04-07-2024 13:00,114,78,10,7,19,high
4431,04-07-2024 14:00,106,63,14,13,16,high
4432,04-07-2024 15:00,96,87,8,0,1,normal
4433,04-07-2024 16:00,82,22,21,7,32,normal
4434,04-07-2024 17:00,84,18,34,2,30,normal
4435,04-07-2024 18:00,124,15,23,37,49,high
4436,04-07-2024 19:00,102,59,7,18,18,high
4437,04-07-2024 20:00,102,87,15,0,0,high
4438,04-07-2024 21:00,104,55,33,16,0,high
4439,04-07-2024 22:00,82,44,8,7,23,normal
4440,04-07-2024 23:00,72,4,39,5,24,normal
4441,05-07-2024 00:00,84,4,1,77,2,normal
4442,05-07-2024 01:00,80,73,1,3,3,normal
4443,05-07-2024 02:00,44,11,21,6,6,normal
4444,05-07-2024 03:00,42,16,24,1,1,normal
4445,05-07-2024 04:00,32,0,30,0,2,normal
4446,05-07-2024 05:00,20,11,5,4,0,normal
4447,05-07-2024 06:00,26,13,13,0,0,normal
4448,05-07-2024 07:00,38,26,12,0,0,normal
4449,05-07-2024 08:00,52,5,38,9,0,normal
4450,05-07-2024 09:00,54,41,13,0,0,normal
4451,05-07-2024 10:00,116,43,19,43,11,high
4452,05-07-2024 11:00,106,103,3,0,0,high
4453,05-07-2024 12:00,46,4,31,7,4,normal
4454,05-07-2024 13:00,52,19,31,2,0,normal
4455,05-07-2024 14:00,108,94,1,3,10,high
4456,05-07-2024 15:00,114,112,1,0,1,high
4457,05-07-2024 16:00,108,32,31,40,5,high
4458,05-07-2024 17:00,92,84,6,0,2,normal
4459,05-07-2024 18:00,94,23,5,0,66,normal
4460,05-07-2024 19:00,104,85,6,8,5,high
4461,05-07-2024 20:00,150,0,16,22,112,high
4462,05-07-2024 21:00,96,89,1,3,3,normal
4463,05-07-2024 22:00,126,34,0,47,45,high
4464,05-07-2024 23:00,96,36,35,10,15,normal
4465,06-07-2024 00:00,102,12,62,27,1,high
4466,06-07-2024 01:00,66,52,6,3,5,normal
4467,06-07-2024 02:00,42,32,5,2,3,normal
4468,06-07-2024 03:00,38,23,6,1,8,normal
4469,06-07-2024 04:00,18,10,0,4,4,normal
4470,06-07-2024 05:00,16,12,2,0,2,normal
4471,06-07-2024 06:00,26,26,0,0,0,normal
4472,06-07-2024 07:00,46,21,5,20,0,normal
4473,06-07-2024 08:00,14,7,3,3,1,normal
4474,06-07-2024 09:00,26,23,0,2,1,normal
4475,06-07-2024 10:00,18,1,2,15,0,normal
4476,06-07-2024 11:00,24,12,1,11,0,normal
4477,06-07-2024 12:00,38,35,3,0,0,normal
4478,06-07-2024 13:00,46,14,5,11,16,normal
4479,06-07-2024 14:00,36,29,6,0,1,normal
4480,06-07-2024 15:00,52,1,19,27,5,normal
4481,06-07-2024 16:00,36,35,1,0,0,normal
4482,06-07-2024 17:00,40,5,14,20,1,normal
4483,06-07-2024 18:00,66,0,43,9,14,normal
4484,06-07-2024 19:00,66,5,52,0,9,normal
4485,06-07-2024 20:00,68,28,20,15,5,normal
4486,06-07-2024 21:00,50,6,30,9,5,normal
4487,06-07-2024 22:00,48,22,24,0,2,normal
4488,06-07-2024 23:00,46,28,14,1,3,normal
4489,07-07-2024 00:00,50,21,12,7,10,normal
4490,07-07-2024 01:00,36,18,16,1,1,normal
4491,07-07-2024 02:00,36,3,3,30,0,normal
4492,07-07-2024 03:00,20,11,0,0,9,normal
4493,07-07-2024 04:00,24,18,3,1,2,normal
4494,07-07-2024 05:00,28,1,24,3,0,normal
4495,07-07-2024 06:00,18,5,4,6,3,normal
4496,07-07-2024 07:00,24,8,15,0,1,normal
4497,07-07-2024 08:00,30,10,1,1,18,normal
4498,07-07-2024 09:00,18,16,1,0,1,normal
4499,07-07-2024 10:00,28,6,17,4,1,normal
4500,07-07-2024 11:00,30,18,5,0,7,normal
4501,07-07-2024 12:00,40,12,8,19,1,normal
4502,07-07-2024 13:00,56,13,0,14,29,normal
4503,07-07-2024 14:00,36,35,1,0,0,normal
4504,07-07-2024 15:00,40,6,24,0,10,normal
4505,07-07-2024 16:00,48,14,3,29,2,normal
4506,07-07-2024 17:00,50,28,12,6,4,normal
4507,07-07-2024 18:00,46,37,1,8,0,normal
4508,07-07-2024 19:00,44,18,23,3,0,normal
4509,07-07-2024 20:00,56,19,17,5,15,normal
4510,07-07-2024 21:00,50,8,4,36,2,normal
4511,07-07-2024 22:00,72,33,19,6,14,normal
4512,07-07-2024 23:00,64,63,0,1,0,normal
4513,08-07-2024 00:00,64,10,13,17,24,normal
4514,08-07-2024 01:00,50,21,9,2,18,normal
4515,08-07-2024 02:00,42,40,1,1,0,normal
4516,08-07-2024 03:00,32,27,1,2,2,normal
4517,08-07-2024 04:00,16,8,0,3,5,normal
4518,08-07-2024 05:00,20,12,0,4,4,normal
4519,08-07-2024 06:00,20,7,2,3,8,normal
4520,08-07-2024 07:00,34,30,3,0,1,normal
4521,08-07-2024 08:00,38,27,1,4,6,normal
4522,08-07-2024 09:00,70,6,44,10,10,normal
4523,08-07-2024 10:00,110,19,91,0,0,high
4524,08-07-2024 11:00,174,57,5,57,55,high
4525,08-07-2024 12:00,150,143,1,4,2,high
4526,08-07-2024 13:00,98,88,7,2,1,normal
4527,08-07-2024 14:00,144,60,75,9,0,high
4528,08-07-2024 15:00,110,70,26,13,1,high
4529,08-07-2024 16:00,88,63,6,9,10,normal
4530,08-07-2024 17:00,134,61,61,10,2,high
4531,08-07-2024 18:00,182,112,34,25,11,high
4532,08-07-2024 19:00,122,40,63,6,13,high
4533,08-07-2024 20:00,108,43,37,3,25,high
4534,08-07-2024 21:00,104,5,11,69,19,high
4535,08-07-2024 22:00,104,59,17,15,13,high
4536,08-07-2024 23:00,96,39,11,14,32,normal
4537,09-07-2024 00:00,78,2,5,47,24,normal
4538,09-07-2024 01:00,74,71,3,0,0,normal
4539,09-07-2024 02:00,56,46,3,0,7,normal
4540,09-07-2024 03:00,42,12,18,7,5,normal
4541,09-07-2024 04:00,38,12,18,0,8,normal
4542,09-07-2024 05:00,20,3,8,8,1,normal
4543,09-07-2024 06:00,22,21,1,0,0,normal
4544,09-07-2024 07:00,40,2,6,21,11,normal
4545,09-07-2024 08:00,52,42,0,6,4,normal
4546,09-07-2024 09:00,66,47,17,0,2,normal
4547,09-07-2024 10:00,70,51,10,1,8,normal
4548,09-07-2024 11:00,112,83,2,22,5,high
4549,09-07-2024 12:00,114,80,30,1,3,high
4550,09-07-2024 13:00,76,67,1,1,7,normal
4551,09-07-2024 14:00,94,31,61,0,2,normal
4552,09-07-2024 15:00,104,81,22,1,0,high
4553,09-07-2024 16:00,122,39,61,14,8,high
4554,09-07-2024 17:00,86,7,34,31,14,normal
4555,09-07-2024 18:00,132,41,81,10,0,high
4556,09-07-2024 19:00,100,14,1,30,55,high
4557,09-07-2024 20:00,132,65,12,25,30,high
4558,09-07-2024 21:00,90,66,17,1,6,normal
4559,09-07-2024 22:00,100,26,17,45,12,high
4560,09-07-2024 23:00,80,79,1,0,0,normal
4561,10-07-2024 00:00,68,29,1,28,10,normal
4562,10-07-2024 01:00,56,1,40,15,0,normal
4563,10-07-2024 02:00,36,15,5,11,5,normal
4564,10-07-2024 03:00,34,4,8,5,17,normal
4565,10-07-2024 04:00,26,10,13,1,2,normal
4566,10-07-2024 05:00,26,11,7,1,7,normal
4567,10-07-2024 06:00,30,12,8,10,0,normal
4568,10-07-2024 07:00,40,25,4,11,0,normal
4569,10-07-2024 08:00,42,37,4,1,0,normal
4570,10-07-2024 09:00,70,66,3,0,1,normal
4571,10-07-2024 10:00,72,22,7,14,29,normal
4572,10-07-2024 11:00,66,4,17,36,9,normal
4573,10-07-2024 12:00,116,51,62,3,0,high
4574,10-07-2024 13:00,78,74,1,1,2,normal
4575,10-07-2024 14:00,114,88,9,12,5,high
4576,10-07-2024 15:00,80,70,10,0,0,normal
4577,10-07-2024 16:00,114,22,90,1,1,high
4578,10-07-2024 17:00,152,0,121,2,29,high
4579,10-07-2024 18:00,142,117,6,17,2,high
4580,10-07-2024 19:00,116,50,47,2,17,high
4581,10-07-2024 20:00,140,12,85,28,15,high
4582,10-07-2024 21:00,128,125,2,0,1,high
4583,10-07-2024 22:00,106,59,45,2,0,high
4584,10-07-2024 23:00,122,100,17,4,1,high
4585,11-07-2024 00:00,118,76,26,16,0,high
4586,11-07-2024 01:00,98,3,58,22,15,normal
4587,11-07-2024 02:00,56,55,1,0,0,normal
4588,11-07-2024 03:00,44,9,24,0,11,normal
4589,11-07-2024 04:00,40,39,0,0,1,normal
4590,11-07-2024 05:00,28,25,3,0,0,normal
4591,11-07-2024 06:00,44,40,1,0,3,normal
4592,11-07-2024 07:00,42,38,4,0,0,normal
4593,11-07-2024 08:00,50,44,6,0,0,normal
4594,11-07-2024 09:00,68,24,44,0,0,normal
4595,11-07-2024 10:00,108,4,48,15,41,high
4596,11-07-2024 11:00,90,72,13,2,3,normal
4597,11-07-2024 12:00,108,4,95,1,8,high
4598,11-07-2024 13:00,98,83,9,5,1,normal
4599,11-07-2024 14:00,70,0,63,6,1,normal
4600,11-07-2024 15:00,112,2,100,6,4,high
4601,11-07-2024 16:00,94,1,46,44,3,normal
4602,11-07-2024 17:00,68,53,12,0,3,normal
4603,11-07-2024 18:00,102,83,15,4,0,high
4604,11-07-2024 19:00,86,65,0,1,20,normal
4605,11-07-2024 20:00,86,58,0,26,2,normal
4606,11-07-2024 21:00,86,84,1,0,1,normal
4607,11-07-2024 22:00,104,21,1,81,1,high
4608,11-07-2024 23:00,84,14,43,12,15,normal
4609,12-07-2024 00:00,76,61,15,0,0,normal
4610,12-07-2024 01:00,52,19,27,0,6,normal
4611,12-07-2024 02:00,32,22,0,6,4,normal
4612,12-07-2024 03:00,28,25,1,1,1,normal
4613,12-07-2024 04:00,26,10,15,1,0,normal
4614,12-07-2024 05:00,16,4,0,1,11,normal
4615,12-07-2024 06:00,2,1,0,0,1,normal
4616,12-07-2024 07:00,22,9,10,1,2,normal
4617,12-07-2024 08:00,32,2,9,12,9,normal
4618,12-07-2024 09:00,38,14,9,15,0,normal
4619,12-07-2024 10:00,64,17,18,5,24,normal
4620,12-07-2024 11:00,60,46,6,7,1,normal
4621,12-07-2024 12:00,92,80,2,7,3,normal
4622,12-07-2024 13:00,40,5,24,4,7,normal
4623,12-07-2024 14:00,80,77,0,1,2,normal
4624,12-07-2024 15:00,58,1,28,15,14,normal
4625,12-07-2024 16:00,48,41,3,1,3,normal
4626,12-07-2024 17:00,48,19,2,21,6,normal
4627,12-07-2024 18:00,74,7,62,3,2,normal
4628,12-07-2024 19:00,66,1,37,24,4,normal
4629,12-07-2024 20:00,78,0,32,26,20,normal
4630,12-07-2024 21:00,54,33,18,0,3,normal
4631,12-07-2024 22:00,104,17,73,9,5,high
4632,12-07-2024 23:00,102,42,17,32,11,high
4633,13-07-2024 00:00,76,13,44,18,1,normal
4634,13-07-2024 01:00,52,33,5,10,4,normal
4635,13-07-2024 02:00,32,13,19,0,0,normal
4636,13-07-2024 03:00,28,10,3,4,11,normal
4637,13-07-2024 04:00,22,17,2,3,0,normal
4638,13-07-2024 05:00,36,23,3,4,6,normal
4639,13-07-2024 06:00,22,9,5,6,2,normal
4640,13-07-2024 07:00,28,4,5,16,3,normal
4641,13-07-2024 08:00,18,15,1,2,0,normal
4642,13-07-2024 09:00,26,19,3,3,1,normal
4643,13-07-2024 10:00,38,16,16,4,2,normal
4644,13-07-2024 11:00,32,0,7,23,2,normal
4645,13-07-2024 12:00,38,28,6,0,4,normal
4646,13-07-2024 13:00,42,21,21,0,0,normal
4647,13-07-2024 14:00,62,42,7,11,2,normal
4648,13-07-2024 15:00,34,12,21,1,0,normal
4649,13-07-2024 16:00,40,38,1,1,0,normal
4650,13-07-2024 17:00,32,12,10,9,1,normal
4651,13-07-2024 18:00,50,41,5,4,0,normal
4652,13-07-2024 19:00,38,31,3,4,0,normal
4653,13-07-2024 20:00,40,29,7,0,4,normal
4654,13-07-2024 21:00,36,29,7,0,0,normal
4655,13-07-2024 22:00,44,11,7,18,8,normal
4656,13-07-2024 23:00,34,4,27,2,1,normal
4657,14-07-2024 00:00,30,5,24,1,0,normal
4658,14-07-2024 01:00,28,5,13,0,10,normal
4659,14-07-2024 02:00,16,5,11,0,0,normal
4660,14-07-2024 03:00,28,6,21,1,0,normal
4661,14-07-2024 04:00,22,10,1,0,11,normal
4662,14-07-2024 05:00,16,10,6,0,0,normal
4663,14-07-2024 06:00,22,14,7,1,0,normal
4664,14-07-2024 07:00,10,10,0,0,0,normal
4665,14-07-2024 08:00,24,11,9,4,0,normal
4666,14-07-2024 09:00,34,8,5,2,19,normal
4667,14-07-2024 10:00,58,4,17,7,30,normal
4668,14-07-2024 11:00,66,5,42,0,19,normal
4669,14-07-2024 12:00,46,18,12,11,5,normal
4670,14-07-2024 13:00,32,8,16,6,2,normal
4671,14-07-2024 14:00,42,36,0,0,6,normal
4672,14-07-2024 15:00,34,33,1,0,0,normal
4673,14-07-2024 16:00,52,48,4,0,0,normal
4674,14-07-2024 17:00,52,41,9,0,2,normal
4675,14-07-2024 18:00,46,4,37,0,5,normal
4676,14-07-2024 19:00,54,10,32,6,6,normal
4677,14-07-2024 20:00,46,32,13,0,1,normal
4678,14-07-2024 21:00,44,18,18,4,4,normal
4679,14-07-2024 22:00,62,13,19,7,23,normal
4680,14-07-2024 23:00,44,17,25,1,1,normal
4681,15-07-2024 00:00,68,37,5,13,13,normal
4682,15-07-2024 01:00,28,6,1,21,0,normal
4683,15-07-2024 02:00,36,22,1,11,2,normal
4684,15-07-2024 03:00,8,5,3,0,0,normal
4685,15-07-2024 04:00,18,0,2,8,8,normal
4686,15-07-2024 05:00,30,16,5,0,9,normal
4687,15-07-2024 06:00,26,6,8,8,4,normal
4688,15-07-2024 07:00,40,37,1,2,0,normal
4689,15-07-2024 08:00,60,2,33,13,12,normal
4690,15-07-2024 09:00,102,69,27,1,5,high
4691,15-07-2024 10:00,146,94,34,18,0,high
4692,15-07-2024 11:00,142,40,31,3,68,high
4693,15-07-2024 12:00,132,49,11,11,61,high
4694,15-07-2024 13:00,102,38,14,11,39,high
4695,15-07-2024 14:00,140,12,37,73,18,high
4696,15-07-2024 15:00,116,22,40,41,13,high
4697,15-07-2024 16:00,96,86,4,4,2,normal
4698,15-07-2024 17:00,134,126,8,0,0,high
4699,15-07-2024 18:00,106,28,23,10,45,high
4700,15-07-2024 19:00,118,8,27,60,23,high
4701,15-07-2024 20:00,102,77,14,0,11,high
4702,15-07-2024 21:00,134,55,11,10,58,high
4703,15-07-2024 22:00,78,5,1,28,44,normal
4704,15-07-2024 23:00,122,30,41,33,18,high
4705,16-07-2024 00:00,108,0,46,31,31,high
4706,16-07-2024 01:00,96,91,1,2,2,normal
4707,16-07-2024 02:00,96,40,36,19,1,normal
4708,16-07-2024 03:00,64,23,10,1,30,normal
4709,16-07-2024 04:00,64,46,6,10,2,normal
4710,16-07-2024 05:00,50,34,15,1,0,normal
4711,16-07-2024 06:00,60,20,38,2,0,normal
4712,16-07-2024 07:00,58,51,3,3,1,normal
4713,16-07-2024 08:00,48,43,5,0,0,normal
4714,16-07-2024 09:00,64,54,3,6,1,normal
4715,16-07-2024 10:00,80,55,17,0,8,normal
4716,16-07-2024 11:00,114,3,80,29,2,high
4717,16-07-2024 12:00,112,86,18,4,4,high
4718,16-07-2024 13:00,120,7,57,27,29,high
4719,16-07-2024 14:00,110,29,71,4,6,high
4720,16-07-2024 15:00,120,82,2,20,16,high
4721,16-07-2024 16:00,106,1,62,11,32,high
4722,16-07-2024 17:00,120,30,15,47,28,high
4723,16-07-2024 18:00,142,84,9,47,2,high
4724,16-07-2024 19:00,138,99,13,10,16,high
4725,16-07-2024 20:00,102,37,1,25,39,high
4726,16-07-2024 21:00,118,41,23,22,32,high
4727,16-07-2024 22:00,100,71,25,1,3,high
4728,16-07-2024 23:00,104,67,34,1,2,high
4729,17-07-2024 00:00,86,80,4,0,2,normal
4730,17-07-2024 01:00,54,6,31,1,16,normal
4731,17-07-2024 02:00,40,10,8,5,17,normal
4732,17-07-2024 03:00,42,24,9,7,2,normal
4733,17-07-2024 04:00,54,42,12,0,0,normal
4734,17-07-2024 05:00,28,9,6,13,0,normal
4735,17-07-2024 06:00,28,5,12,5,6,normal
4736,17-07-2024 07:00,64,1,15,11,37,normal
4737,17-07-2024 08:00,56,42,5,6,3,normal
4738,17-07-2024 09:00,54,6,46,1,1,normal
4739,17-07-2024 10:00,80,31,13,30,6,normal
4740,17-07-2024 11:00,88,24,41,10,13,normal
4741,17-07-2024 12:00,108,93,0,10,5,high
4742,17-07-2024 13:00,114,73,20,18,3,high
4743,17-07-2024 14:00,132,30,35,20,47,high
4744,17-07-2024 15:00,98,20,34,18,26,normal
4745,17-07-2024 16:00,104,71,1,12,20,high
4746,17-07-2024 17:00,158,10,9,122,17,high
4747,17-07-2024 18:00,132,46,51,12,23,high
4748,17-07-2024 19:00,122,119,1,1,1,high
4749,17-07-2024 20:00,126,77,28,10,11,high
4750,17-07-2024 21:00,104,86,6,6,6,high
4751,17-07-2024 22:00,88,61,13,9,5,normal
4752,17-07-2024 23:00,94,9,29,21,35,normal
4753,18-07-2024 00:00,80,37,13,20,10,normal
4754,18-07-2024 01:00,72,50,15,4,3,normal
